,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
5419,The BFG,1970-01-01 00:00:00.000002016,6.4,"81,820","Adventure, Family, Fantasy",117.0,Film,PG,-,,Mild,,,Mild
5420,Vampire Academy,1970-01-01 00:00:00.000002014,5.5,"53,376","Action, Comedy, Drama",104.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
5421,The Crucible,1970-01-01 00:00:00.000001996,6.8,"36,646","Drama, History",124.0,Film,PG-13,-,Moderate,Moderate,Mild,,Moderate
5422,Click,1970-01-01 00:00:00.000002006,6.4,"317,067","Comedy, Drama, Fantasy",107.0,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
5423,All the President's Men,1970-01-01 00:00:00.000001976,8.0,"109,805","Biography, Drama, History",138.0,Film,PG,-,,,Moderate,Mild,Mild
5424,Boîte noire,1970-01-01 00:00:00.000002021,7.4,995,"Drama, Mystery, Thriller",129.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5425,Twins,1970-01-01 00:00:00.000001988,6.1,"119,219","Comedy, Crime",107.0,Film,PG,-,Mild,Moderate,Moderate,Mild,Mild
5426,The Invisible Man,1970-01-01 00:00:00.000001933,7.7,"32,876","Horror, Sci-Fi",71.0,Film,Approved,-,,Mild,,Mild,Mild
5427,Between Earth and Sky,1970-01-01 00:00:00.000002018,5.8,"14,870","Crime, Drama, Mystery",97.0,Film,R,-,,Moderate,Mild,,Moderate
5428,Lost in Space,1970-01-01 00:00:00.000001998,5.2,"70,890","Action, Adventure, Family",130.0,Film,PG-13,-,Mild,Mild,Mild,,Mild
5429,Cheaper by the Dozen,1970-01-01 00:00:00.000002003,5.9,"98,412","Comedy, Family",98.0,Film,PG,-,Mild,Mild,,Mild,
5430,The Magnificent Seven,1970-01-01 00:00:00.000001960,7.7,"91,598","Action, Adventure, Western",128.0,Film,Approved,-,,Mild,Mild,Mild,Moderate
5431,Books of Blood,1970-01-01 00:00:00.000002020,5.6,"5,615","Drama, Horror, Mystery",107.0,Film,TV-MA,-,Mild,Severe,Moderate,Mild,Moderate
5432,Wild Child,1970-01-01 00:00:00.000002008,6.1,"53,326","Comedy, Drama, Romance",98.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,
5434,Shtisel,1970-01-01 00:00:00.000002022,8.6,"6,298",Drama,45.0,Series,TV-14,33,,,,Mild,
5435,The Net,1970-01-01 00:00:00.000001995,5.9,"63,902","Action, Crime, Drama",114.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,Moderate
5436,The Bad and the Beautiful,1970-01-01 00:00:00.000001952,7.8,"14,298","Drama, Romance",118.0,Film,Passed,-,,,,Mild,Mild
5437,Trance,1970-01-01 00:00:00.000002013,6.9,"112,013","Crime, Drama, Mystery",101.0,Film,R,-,Severe,Severe,Moderate,Mild,Severe
5438,Life Itself,1970-01-01 00:00:00.000002018,6.9,"19,730","Drama, Romance",117.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
5439,Believe Me: The Abduction of Lisa McVey,1970-01-01 00:00:00.000002018,7.2,"9,254","Biography, Crime, Drama",87.0,Film,TV-14,-,Moderate,Moderate,Mild,Mild,Severe
5440,Bite,1970-01-01 00:00:00.000002015,4.9,"4,799",Horror,88.0,Film,Not Rated,-,Moderate,Severe,Mild,Mild,Severe
5441,Primal,1970-01-01 00:00:00.000002015,8.7,"8,909","Animation, Action, Adventure",22.0,Series,TV-MA,11,,Severe,,,Moderate
5442,Jiok,1970-01-01 00:00:00.000002015,6.8,31,"Crime, Drama, Fantasy",150.0,Series,TV-MA,6,No Rate,No Rate,No Rate,No Rate,No Rate
5443,The Saint,1970-01-01 00:00:00.000001997,6.2,"65,804","Action, Adventure, Romance",116.0,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
5444,Being John Malkovich,1970-01-01 00:00:00.000001999,7.7,"323,825","Comedy, Drama, Fantasy",113.0,Film,R,-,Moderate,Mild,Moderate,Mild,Mild
5445,The Host,1970-01-01 00:00:00.000002013,5.9,"113,055","Action, Adventure, Drama",125.0,Film,PG-13,-,,,,,
5446,Tae-yang-eui hoo-ye,1970-01-01 00:00:00.000002016,8.3,"12,280","Action, Comedy, Drama",60.0,Series,TV-14,19,,Mild,Mild,No Rate,No Rate
5447,The Illusionist,1970-01-01 00:00:00.000002006,7.6,"363,166","Drama, Fantasy, Mystery",110.0,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
5448,Adaptation.,1970-01-01 00:00:00.000002002,7.7,"186,497","Comedy, Drama",115.0,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
5449,A Most Wanted Man,1970-01-01 00:00:00.000002014,6.8,"74,739","Crime, Drama, Thriller",122.0,Film,R,-,,Mild,Moderate,Moderate,Moderate
5450,Home Alone 2: Lost in New York,1970-01-01 00:00:00.000001992,6.8,"324,043","Adventure, Comedy, Crime",120.0,Film,PG,-,,Moderate,Mild,Mild,Moderate
5451,The Musketeers,1970-01-01 00:00:00.000001992,7.8,"21,495","Adventure, Drama",55.0,Series,TV-14,30,Mild,Moderate,Mild,Mild,Mild
5452,Some Kind of Wonderful,1970-01-01 00:00:00.000001987,7.1,"29,828","Drama, Romance",95.0,Film,PG-13,-,Mild,,Mild,Mild,
5453,Ghosts of Mississippi,1970-01-01 00:00:00.000001996,6.7,"10,832","Drama, History",130.0,Film,PG-13,-,,Moderate,Moderate,Mild,Mild
5454,All Rise,1970-01-01 00:00:00.000001996,6.7,"3,906",Drama,44.0,Series,TV-PG,58,Severe,Severe,Severe,Severe,Severe
5455,Solace,1970-01-01 00:00:00.000002015,6.4,"59,436","Crime, Drama, Mystery",101.0,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
5456,Cocoon,1970-01-01 00:00:00.000001985,6.7,"60,414","Comedy, Drama, Sci-Fi",117.0,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
5457,The Venture Bros.,1970-01-01 00:00:00.000001985,8.5,"24,671","Animation, Action, Adventure",22.0,Series,TV-MA,86,Moderate,Moderate,Moderate,Moderate,Mild
5458,"Double, Double Toil and Trouble",1970-01-01 00:00:00.000001993,5.9,"3,417","Adventure, Comedy, Family",96.0,Film,TV-Y7,-,,Mild,,,Mild
5460,August: Osage County,1970-01-01 00:00:00.000002013,7.2,"87,614","Comedy, Drama",121.0,Film,R,-,Mild,Mild,Severe,Moderate,Mild
5461,Romaenseuneun Byulchaekboorok,1970-01-01 00:00:00.000002019,8.1,"4,036",Romance,62.0,Series,,16,No Rate,No Rate,No Rate,No Rate,No Rate
5462,Love Advent,1970-01-01 00:00:00.000002019,4.1,145,Action,2.0,Series,,110,No Rate,No Rate,No Rate,No Rate,No Rate
5463,The Client,1970-01-01 00:00:00.000001994,6.8,"63,669","Crime, Drama, Mystery",119.0,Film,PG-13,-,,Mild,Moderate,Moderate,Moderate
5464,Glory,1970-01-01 00:00:00.000001989,7.8,"130,083","Biography, Drama, History",122.0,Film,R,-,,Severe,Moderate,Mild,Severe
5465,SGU Stargate Universe,1970-01-01 00:00:00.000001989,7.6,"48,992","Drama, Sci-Fi",43.0,Series,Not Rated,40,Mild,Mild,Mild,Mild,Mild
5466,Polytechnique,1970-01-01 00:00:00.000002009,7.2,"15,125","Crime, Drama, History",77.0,Film,Not Rated,-,,Severe,Mild,Mild,Severe
5467,Haute tension,1970-01-01 00:00:00.000002003,6.8,"70,045",Horror,91.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
5468,Insurgent,1970-01-01 00:00:00.000002015,6.2,"226,861","Action, Adventure, Sci-Fi",119.0,Film,PG-13,-,Mild,Moderate,Mild,,Moderate
5469,Bojwagwan,1970-01-01 00:00:00.000002015,7.9,397,Drama,60.0,Series,,20,No Rate,No Rate,No Rate,No Rate,No Rate
5470,The Spirit,1970-01-01 00:00:00.000002008,4.8,"60,537","Action, Crime, Fantasy",103.0,Film,PG-13,-,Mild,Severe,Moderate,Moderate,Severe
5471,Krull,1970-01-01 00:00:00.000001983,6.1,"31,840","Action, Adventure, Fantasy",116.0,Film,PG,-,,Mild,,,Moderate
5472,The Apartment,1970-01-01 00:00:00.000001960,8.3,"172,677","Comedy, Drama, Romance",125.0,Film,Approved,-,Mild,Mild,,Mild,Mild
5473,The Six Million Dollar Man,1970-01-01 00:00:00.000001960,7.1,"10,364","Action, Crime, Drama",60.0,Series,TV-PG,99,No Rate,No Rate,No Rate,No Rate,No Rate
5474,The Island of Dr. Moreau,1970-01-01 00:00:00.000001996,4.6,"32,645","Horror, Sci-Fi, Thriller",96.0,Film,PG-13,-,Mild,Severe,Mild,Mild,Moderate
5475,Royal Pains,1970-01-01 00:00:00.000001996,7.1,"20,332","Comedy, Drama",42.0,Series,TV-PG,104,Mild,Mild,,Mild,Moderate
5476,Constantine,1970-01-01 00:00:00.000001996,7.5,"51,142","Crime, Drama, Fantasy",43.0,Series,TV-14,13,Mild,Moderate,Mild,Moderate,Moderate
5477,Stripes,1970-01-01 00:00:00.000001981,6.9,"69,283","Comedy, War",106.0,Film,R,-,Moderate,Mild,Moderate,Mild,
5478,Anon,1970-01-01 00:00:00.000002018,6.1,"41,062","Crime, Sci-Fi, Thriller",100.0,Film,TV-MA,-,Severe,Moderate,Moderate,Moderate,Moderate
5479,The Lorax,1970-01-01 00:00:00.000002012,6.4,"104,931","Animation, Adventure, Comedy",86.0,Film,PG,-,,Mild,,,Mild
5480,The Report,1970-01-01 00:00:00.000002019,7.2,"38,746","Biography, Crime, Drama",119.0,Film,R,-,Mild,Severe,Moderate,,Moderate
5481,True History of the Kelly Gang,1970-01-01 00:00:00.000002019,6.0,"9,824","Biography, Crime, Drama",124.0,Film,R,-,Moderate,Severe,Severe,Mild,Severe
5482,Movin' with Nancy,1970-01-01 00:00:00.000001967,7.5,231,Music,60.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5483,Hard Candy,1970-01-01 00:00:00.000002005,7.1,"157,776","Drama, Thriller",104.0,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
5484,Spontaneous,1970-01-01 00:00:00.000002020,6.5,"10,096","Comedy, Horror, Romance",101.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5485,A Star Is Born,1970-01-01 00:00:00.000001976,6.1,"10,918","Drama, Music, Romance",139.0,Film,R,-,Mild,,Moderate,Moderate,
5487,The Bourne Supremacy,1970-01-01 00:00:00.000002004,7.7,"447,254","Action, Mystery, Thriller",108.0,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
5488,The Thomas Crown Affair,1970-01-01 00:00:00.000001999,6.9,"90,049","Crime, Romance, Thriller",113.0,Film,R,-,Moderate,,Mild,Mild,
5489,No Escape,1970-01-01 00:00:00.000002015,6.8,"82,893","Action, Thriller",103.0,Film,R,-,,Severe,Moderate,Mild,Severe
5490,Highlander,1970-01-01 00:00:00.000002015,7.2,"15,051","Action, Adventure, Fantasy",60.0,Series,TV-14,119,Mild,Moderate,Mild,Mild,Moderate
5491,Grown-ish,1970-01-01 00:00:00.000002015,6.3,"4,842","Comedy, Drama",22.0,Series,TV-14,60,Moderate,,Moderate,Moderate,
5492,Paterson,1970-01-01 00:00:00.000002016,7.4,"76,293","Comedy, Drama, Romance",118.0,Film,R,-,,,Mild,Mild,
5493,The Heat,1970-01-01 00:00:00.000002013,6.6,"166,846","Action, Comedy, Crime",117.0,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
5494,Escape from L.A.,1970-01-01 00:00:00.000001996,5.7,"72,505","Action, Adventure, Sci-Fi",101.0,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
5495,The Obscure Life of the Grand Duke of Corsica,1970-01-01 00:00:00.000002021,4.8,170,"Comedy, Drama",93.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5496,The Words,1970-01-01 00:00:00.000002012,7.0,"76,551","Drama, Mystery, Romance",102.0,Film,PG-13,-,Mild,Mild,Mild,Mild,
5497,Spy Kids 2: Island of Lost Dreams,1970-01-01 00:00:00.000002002,5.2,"64,885","Action, Adventure, Comedy",100.0,Film,PG,-,,Mild,Mild,Mild,Mild
5498,Muhtesem Yüzyil,1970-01-01 00:00:00.000002002,6.7,"16,131","Biography, Drama, History",90.0,Series,,219,No Rate,No Rate,No Rate,No Rate,No Rate
5499,Serpico,1970-01-01 00:00:00.000001973,7.7,"117,127","Biography, Crime, Drama",130.0,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
5500,Out of the Furnace,1970-01-01 00:00:00.000002013,6.8,"111,654","Action, Crime, Drama",116.0,Film,R,-,,Severe,Severe,Severe,Severe
5501,Call Me Kat,1970-01-01 00:00:00.000002013,5.1,"4,552",Comedy,21.0,Series,TV-PG,14,Mild,,,Mild,
5502,Doom,1970-01-01 00:00:00.000002005,5.2,"110,995","Action, Horror, Sci-Fi",105.0,Film,R,-,Mild,Severe,Severe,Mild,Moderate
5503,Songwriter,1970-01-01 00:00:00.000001984,6.3,704,"Drama, Music",94.0,Film,R,-,Mild,Mild,Mild,Moderate,
5504,The Lair of the White Worm,1970-01-01 00:00:00.000001988,5.9,"12,054","Comedy, Horror",93.0,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
5505,Blue Lagoon: The Awakening,1970-01-01 00:00:00.000002012,5.5,"14,299","Drama, Romance",85.0,Film,TV-14,-,Mild,Mild,Mild,,Mild
5507,Up the Junction,1970-01-01 00:00:00.000001968,6.9,861,Drama,119.0,Film,R,-,No Rate,No Rate,No Rate,Mild,Mild
5508,Unfriended,1970-01-01 00:00:00.000002014,5.5,"72,549","Horror, Mystery, Thriller",83.0,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
5509,À bout de souffle,1970-01-01 00:00:00.000001960,7.8,"77,529","Crime, Drama",90.0,Film,Not Rated,-,Mild,Mild,Moderate,Moderate,
5510,The Split,1970-01-01 00:00:00.000001960,7.7,"4,566",Drama,60.0,Series,TV-MA,17,No Rate,No Rate,No Rate,No Rate,No Rate
5511,Penguin Bloom,1970-01-01 00:00:00.000002020,6.8,"8,403",Drama,95.0,Film,TV-14,-,,Mild,,,Moderate
5512,Jeune et jolie,1970-01-01 00:00:00.000002013,6.7,"33,851","Drama, Romance",95.0,Film,Not Rated,-,Severe,Mild,Mild,Mild,Mild
5513,You Don't Mess with the Zohan,1970-01-01 00:00:00.000002008,5.5,"196,120",Comedy,113.0,Film,PG-13,-,Moderate,Mild,Moderate,Mild,
5514,Mieruko-chan,1970-01-01 00:00:00.000002008,7.4,132,"Animation, Comedy, Fantasy",24.0,Series,PG-13,12,No Rate,No Rate,No Rate,No Rate,No Rate
5515,The Fugitive,1970-01-01 00:00:00.000002008,8.1,"3,696","Adventure, Crime, Drama",51.0,Series,,120,No Rate,No Rate,No Rate,No Rate,No Rate
5516,The Human Centipede III (Final Sequence),1970-01-01 00:00:00.000002015,2.7,"15,932","Comedy, Horror",102.0,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
5517,The Survivor,1970-01-01 00:00:00.000002021,7.4,53,"Biography, Drama",129.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5518,Dream Horse,1970-01-01 00:00:00.000002020,6.9,"2,633","Biography, Comedy, Drama",113.0,Film,PG,-,,Mild,Mild,Moderate,Mild
5519,Ted 2,1970-01-01 00:00:00.000002015,6.3,"195,412",Comedy,115.0,Film,R,-,Moderate,Mild,Severe,Severe,Mild
5520,Pan,1970-01-01 00:00:00.000002015,5.7,"62,426","Adventure, Comedy, Family",111.0,Film,PG,-,,Mild,Mild,,Moderate
5521,Rat Race,1970-01-01 00:00:00.000002001,6.4,"112,517","Action, Adventure, Comedy",112.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,
5522,Waiting for the Barbarians,1970-01-01 00:00:00.000002019,5.9,"9,456",Drama,112.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5523,The Little Hours,1970-01-01 00:00:00.000002017,5.8,"21,713","Comedy, Romance",90.0,Film,R,-,Moderate,Mild,Severe,Mild,Mild
5524,"Auf Wiedersehen, Pet",1970-01-01 00:00:00.000002017,8.4,"3,229","Comedy, Drama",60.0,Series,,40,No Rate,No Rate,No Rate,No Rate,No Rate
5525,Blast from the Past,1970-01-01 00:00:00.000001999,6.6,"62,518","Comedy, Drama, Romance",112.0,Film,PG-13,-,Mild,,Mild,Mild,Mild
5526,Liar Game,1970-01-01 00:00:00.000001999,8.0,"1,856",Drama,36.0,Series,,21,No Rate,No Rate,No Rate,No Rate,No Rate
5527,The Pact,1970-01-01 00:00:00.000001999,6.8,"2,219",Thriller,60.0,Series,,6,No Rate,No Rate,No Rate,No Rate,No Rate
5528,The Hours,1970-01-01 00:00:00.000002002,7.5,"128,263","Drama, Romance",110.0,Film,PG-13,-,,,Mild,Mild,Moderate
5529,The Woman in Black,1970-01-01 00:00:00.000002012,6.4,"178,555","Drama, Fantasy, Horror",95.0,Film,PG-13,-,,Moderate,Mild,Mild,Severe
5530,Erkenci Kus,1970-01-01 00:00:00.000002012,7.4,"6,471","Comedy, Romance",120.0,Series,,51,No Rate,No Rate,No Rate,No Rate,No Rate
5531,The Black Book,1970-01-01 00:00:00.000002021,3.3,69,Horror,75.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5532,The House Bunny,1970-01-01 00:00:00.000002008,5.5,"81,811","Comedy, Romance",97.0,Film,PG-13,-,Mild,,Mild,Mild,
5534,UFO,1970-01-01 00:00:00.000002008,7.9,"3,204","Action, Sci-Fi",45.0,Series,TV-PG,26,Mild,Mild,Mild,Moderate,Moderate
5535,Trial by Fire,1970-01-01 00:00:00.000002018,7.1,"8,688","Biography, Drama",127.0,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
5536,Swordfish,1970-01-01 00:00:00.000002001,6.5,"181,964","Action, Crime, Thriller",99.0,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
5537,The Endless,1970-01-01 00:00:00.000002017,6.5,"38,549","Drama, Fantasy, Horror",111.0,Film,Not Rated,-,,Mild,Severe,Mild,Moderate
5538,The Other Woman,1970-01-01 00:00:00.000002014,6.0,"135,373","Comedy, Romance",109.0,Film,PG-13,-,Mild,Mild,Moderate,Moderate,
5539,The Night Shift,1970-01-01 00:00:00.000002014,7.4,"11,660","Drama, Romance",42.0,Series,TV-14,45,Mild,Severe,Mild,Mild,Moderate
5540,Grizzly II: The Predator,1970-01-01 00:00:00.000002020,3.2,817,"Horror, Music, Thriller",74.0,Film,Not Rated,-,No Rate,Severe,Moderate,No Rate,No Rate
5541,Deception,1970-01-01 00:00:00.000002018,7.5,"8,745","Crime, Drama, Mystery",41.0,Series,TV-PG,13,,Moderate,Mild,Mild,Mild
5542,Leave No Trace,1970-01-01 00:00:00.000002018,7.2,"55,534","Adventure, Drama",109.0,Film,PG,-,,Mild,,Mild,Mild
5543,WolfWalkers,1970-01-01 00:00:00.000002020,8.1,"25,963","Animation, Adventure, Family",103.0,Film,PG,-,,Mild,,,Mild
5546,The Suite Life of Zack & Cody,1970-01-01 00:00:00.000002020,6.6,"34,598","Comedy, Family",30.0,Series,TV-G,87,,,,,Mild
5547,Ying xiong,1970-01-01 00:00:00.000002002,7.9,"177,804","Action, Adventure, History",120.0,Film,PG-13,-,Mild,Moderate,,,Mild
5548,Once Bitten,1970-01-01 00:00:00.000001985,5.5,"14,195","Comedy, Drama, Fantasy",94.0,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
5549,The Nest,1970-01-01 00:00:00.000002020,6.3,"10,278","Drama, Romance",107.0,Film,R,-,Moderate,Mild,Moderate,Moderate,
5550,Miss Fisher's Murder Mysteries,1970-01-01 00:00:00.000002020,8.3,"14,823","Crime, Drama, Mystery",60.0,Series,TV-PG,34,Mild,Mild,Mild,Mild,Mild
5551,Shaft,1970-01-01 00:00:00.000002019,6.4,"49,598","Action, Comedy, Crime",111.0,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
5552,"Hail, Caesar!",1970-01-01 00:00:00.000002016,6.3,"129,030","Comedy, Drama, Music",106.0,Film,PG-13,-,,Mild,Mild,Mild,
5553,The Exorcist,1970-01-01 00:00:00.000002023,No Rate,No Votes,Horror,121.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5554,Jonathan Creek,1970-01-01 00:00:00.000002023,8.1,"7,069","Comedy, Crime, Drama",60.0,Series,TV-MA,32,Moderate,Moderate,Moderate,No Rate,Mild
5555,"Me, Myself & Irene",1970-01-01 00:00:00.000002000,6.6,"230,337",Comedy,116.0,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
5556,A River Runs Through It,1970-01-01 00:00:00.000001992,7.2,"56,009",Drama,123.0,Film,PG,-,Mild,Mild,Mild,Mild,Mild
5557,Villains,1970-01-01 00:00:00.000002019,6.2,"11,567","Comedy, Drama, Horror",90.0,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
5558,Foxcatcher,1970-01-01 00:00:00.000002014,7.0,"138,695","Biography, Drama, History",134.0,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
5559,Flatliners,1970-01-01 00:00:00.000002017,5.2,"45,051","Drama, Horror, Mystery",109.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
5560,Drake & Josh,1970-01-01 00:00:00.000002017,7.7,"37,566","Comedy, Family",23.0,Series,TV-Y7,57,,Mild,,,
5561,Glengarry Glen Ross,1970-01-01 00:00:00.000001992,7.7,"101,084","Crime, Drama, Mystery",100.0,Film,R,-,,,Severe,Mild,
5562,Becky,1970-01-01 00:00:00.000002020,5.9,"14,816","Action, Crime, Drama",93.0,Film,R,-,,Severe,Moderate,,Moderate
5563,Adrift,1970-01-01 00:00:00.000002018,6.6,"52,099","Action, Adventure, Biography",96.0,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
5564,Destroyer,1970-01-01 00:00:00.000002018,6.2,"27,709","Action, Crime, Drama",121.0,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
5565,Chappelle's Show,1970-01-01 00:00:00.000002018,8.7,"59,031","Comedy, Music",22.0,Series,TV-MA,33,Moderate,Mild,Severe,Moderate,
5566,In the Shadow of the Moon,1970-01-01 00:00:00.000002019,6.2,"46,340","Crime, Mystery, Sci-Fi",115.0,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Mild
5567,Real World/Road Rules Challenge,1970-01-01 00:00:00.000002019,7.7,"2,924","Adventure, Game-Show, Reality-TV",30.0,Series,TV-14,576,Severe,Mild,Severe,Moderate,Mild
5569,Cinderella Man,1970-01-01 00:00:00.000002005,8.0,"181,770","Biography, Drama, History",144.0,Film,PG-13,-,,Moderate,Moderate,Mild,Moderate
5571,Alone,1970-01-01 00:00:00.000002022,8.4,"4,175","Documentary, Reality-TV",44.0,Series,TV-14,92,,Moderate,Mild,No Rate,No Rate
5572,Undone,1970-01-01 00:00:00.000002022,8.2,"16,148","Animation, Drama, Fantasy",23.0,Series,TV-MA,9,Mild,Moderate,Moderate,Mild,Moderate
5573,Project Blue Book,1970-01-01 00:00:00.000002022,7.7,"11,908","Drama, Mystery, Sci-Fi",45.0,Series,TV-14,20,Mild,Moderate,Mild,Mild,Moderate
5574,Starsky and Hutch,1970-01-01 00:00:00.000002022,7.0,"8,618","Action, Crime, Drama",60.0,Series,,92,No Rate,No Rate,No Rate,No Rate,No Rate
5575,Tales of the Unexpected,1970-01-01 00:00:00.000002022,7.7,"1,873","Comedy, Drama, Horror",25.0,Series,,112,No Rate,No Rate,No Rate,No Rate,No Rate
5576,Sputnik,1970-01-01 00:00:00.000002020,6.4,"21,193","Drama, Horror, Mystery",113.0,Film,Not Rated,-,Mild,Severe,,,Moderate
5577,Tea and Sympathy,1970-01-01 00:00:00.000001956,7.3,"2,576",Drama,122.0,Film,Approved,-,No Rate,No Rate,No Rate,No Rate,No Rate
5578,Diet of Sex,1970-01-01 00:00:00.000002014,4.6,"1,911","Comedy, Drama, Romance",72.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5579,Dark Skies,1970-01-01 00:00:00.000002013,6.3,"73,503","Horror, Sci-Fi, Thriller",97.0,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
5581,Bloody Hell,1970-01-01 00:00:00.000002020,6.6,"4,760","Action, Comedy, Horror",93.0,Film,R,-,,Moderate,Severe,Mild,Moderate
5582,Cat People,1970-01-01 00:00:00.000001982,6.2,"20,284","Fantasy, Horror, Thriller",118.0,Film,R,-,Moderate,Moderate,Mild,,Moderate
5583,The Purge: Election Year,1970-01-01 00:00:00.000002016,6.0,"95,721","Action, Horror, Sci-Fi",108.0,Film,R,-,Mild,Severe,Severe,Mild,Severe
5584,Despicable Me 3,1970-01-01 00:00:00.000002017,6.3,"122,713","Animation, Adventure, Comedy",89.0,Film,PG,-,Mild,Mild,Mild,,Mild
5585,Nurse 3-D,1970-01-01 00:00:00.000002013,4.5,"10,200","Horror, Thriller",84.0,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
5586,Mou gaan dou,1970-01-01 00:00:00.000002002,8.0,"121,532","Action, Crime, Drama",101.0,Film,R,-,,Moderate,Mild,Moderate,Moderate
5587,The Break-Up,1970-01-01 00:00:00.000002006,5.8,"129,197","Comedy, Drama, Romance",106.0,Film,PG-13,-,Mild,Mild,Moderate,Mild,
5589,Bugsy Malone,1970-01-01 00:00:00.000001976,6.8,"17,228","Comedy, Crime, Family",93.0,Film,G,-,,,,Mild,
5590,Cyst,1970-01-01 00:00:00.000002020,4.5,272,"Comedy, Horror, Sci-Fi",69.0,Film,,-,No Rate,No Rate,No Rate,No Rate,No Rate
5592,Touched by an Angel,1970-01-01 00:00:00.000002019,6.0,"6,766","Drama, Family, Fantasy",60.0,Series,TV-G,211,,Mild,Mild,Mild,Mild
5593,Durante la tormenta,1970-01-01 00:00:00.000002018,7.4,"49,608","Drama, Fantasy, Mystery",128.0,Film,TV-MA,-,Mild,Mild,Mild,Mild,Mild
5594,High Noon,1970-01-01 00:00:00.000001952,8.0,"101,009","Drama, Thriller, Western",85.0,Film,PG,-,,Mild,,Mild,Mild
5595,Joey,1970-01-01 00:00:00.000001952,6.0,"42,116","Comedy, Romance",22.0,Series,TV-14,46,Mild,,Mild,Mild,
5596,The Benchwarmers,1970-01-01 00:00:00.000002006,5.5,"49,754","Comedy, Sport",85.0,Film,PG-13,-,Mild,Mild,Mild,Mild,
5597,The Other Boleyn Girl,1970-01-01 00:00:00.000002008,6.7,"108,576","Biography, Drama, History",115.0,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
5598,Penteuhauseu,1970-01-01 00:00:00.000002008,8.1,"1,847","Crime, Drama, Mystery",70.0,Series,,52,No Rate,No Rate,No Rate,No Rate,No Rate
